_id,PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,WORK,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,GEO_ID,WARD_GRID,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,CURRENT_USE,PROPOSED_USE,DWELLING_UNITS_CREATED,DWELLING_UNITS_LOST,EST_CONST_COST,ASSEMBLY,INSTITUTIONAL,RESIDENTIAL,BUSINESS_AND_PERSONAL_SERVICES,MERCANTILE,INDUSTRIAL,INTERIOR_ALTERATIONS,DEMOLITION,BUILDER_NAME
736,21 249735 PLB,00,Plumbing(PS),Multiple Unit Building,Building Permit Related(PS),372,BAY,ST, ,M5H,7929474,S1031,2021-12-17,2022-01-20,,Permit Issued,Plumbing  - PROPOSED INTERIOR ALTERATIONS TO SUITE 2100 & 2200: EXISTING OFFICE SPACE ALTERED TO INCLUDE ADDITIONAL PRIVATE OFFICES WITHIN THE EXISTING DEMISED OFFICE AREA. ,Office Space,Office Space,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,TORONTO DECORATING CORPORATION
13467,24 187510 HVA,00,Mechanical(MS),Hostel/Shelter,Building Permit Related(MS),67,ADELAIDE,ST,E,M5C,8313241,S1338,2024-07-25,2024-09-03,,Permit Issued,"HVAC - Removal of all interior, non structural finishes, electrical, plumbing and HVAC for future rehabilitation program.",Women'S Shelter,Native Shelter,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
13866,25 124561 HVA,03,Mechanical(MS),Arena,Building Permit Related(MS),40,BAY,ST, ,M5J,7929257,S1037,2026-02-12,2026-03-12,,Revision Issued,Revision: Kitchen exhaust & related fire suppression in RM 3413A (NW Kitchen) ,Arena,Arena,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
20717,19 109321 BLD,01,Building Additions/Alterations,Restaurant 30 Seats or Less ,Interior Alterations,500,BLOOR,ST,W,M5S,14115433,S1126,2019-06-06,2019-07-09,,Revision Issued,"Revision 1. OBC matrix revised, storage room has been converted to seating area.",Restaurant,Restaurant,0,0,0,0,0,0,0,0,0,0,0,
22783,21 123701 DRN,00,Drain and Site Service,Stadium,Building Permit Related (DR),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2021-05-07,2022-05-13,,Permit Issued,Drain - Construct interior alterations and fit-out of flex space and batting cages ,Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
23007,25 126757 FSU,00,Fire/Security Upgrade,Hostel/Shelter,Building Permit Related(FS),67,ADELAIDE,ST,E,M5C,8313241,S1338,2026-04-14,,,Application On Hold,"FS - Sprinkler Shop Drawing - Proposed alterations - construction of new suspended slab, removal and reconstruction of slab-on-grade & upper roof, installation of new interior partitions & finishes, alterations to existing plumbing, HVAC, and electrical, new exterior EFIS. ",Shelter,Shelter,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
23295,17 220126 BLD,00,Building Additions/Alterations,Stadium,Garage Repair/Reconstruction,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-08-21,2017-09-05,,Inspection,Proposed concrete and waterproofing repars to *rogers centre* on suspended podium deck slab around the existing stadium.  -  ROGERS CENTRE EXTERIOR REFRESH PHASE 1B ,Stadium,Stadium,,,800000,0,0,0,0,0,0,0,0,
23787,23 122606 PLB,00,Plumbing(PS),Arena,Building Permit Related(PS),40,BAY,ST, ,M5J,7929257,S1037,2023-03-13,2023-04-13,,Inspection,Plumbing  - New food retail concession in existing vacant space at Lower Concourse level. ,Arena,Arena,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
26420,13 103924 HVA,00,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2013-01-10,2013-02-12,,Permit Issued,"HVAC - Proposal for interior alterations to levels 300 and 400 adjacent to Blue Jays executive offices, between gates 7 and 9 (close to gate 9) to create meeting space ",Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
27361,25 118250 BLD,00,Building Additions/Alterations,Arena,Balcony/Guard Repairs,40,BAY,ST, ,M5J,7929257,S1037,2025-02-18,2025-03-26,,Inspection,Installation of a 45.7m long ballasted rooftop guardrail around the perimeter of the north section of low roof to provide safe access for maintenance.,Arena,Arena,,,55000.00,0,0,0,0,0,0,0,0,
27715,26 104901 HVA,00,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2026-01-14,2026-02-12,,Inspection,"HVAC - Proposed removal of an existing door, installation of custom millwork, close in existing slab opening with new walls and construction of a new enclosed storage room.",Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
29023,25 157930 HVA,00,Mechanical(MS),Multiple Unit Building,Building Permit Related(MS),550,WELLINGTON,ST,W,   ,20054266,S1032,2025-05-12,2025-11-26,,Permit Issued,HVAC - Proposal for interior alterations to convert existing residential suites to hotel suites that includes new interior partition walls.,Residential Suites,Hotel Suites,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
30140,24 187510 BLD,00,Building Additions/Alterations,Hostel/Shelter,Interior Alterations,67,ADELAIDE,ST,E,M5C,8313241,S1338,2024-07-25,2024-09-03,,Permit Issued,"Removal of all interior, non structural finishes, electrical, plumbing and HVAC for future rehabilitation program.",Women'S Shelter,Native Shelter,0,0,800000,0,0,0,0,0,0,150,0,
31136,25 157930 BLD,00,Building Additions/Alterations,Multiple Unit Building,Interior Alterations,550,WELLINGTON,ST,W,   ,20054266,S1032,2025-05-12,2025-11-26,,Inspection,Proposal for interior alterations to convert existing residential suites to hotel suites that includes new interior partition walls.,Residential Suites,Hotel Suites,0,0,"500,000",0,0,0,0,0,0,733.43,0,
32250,06 170518 HVA,00,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2006-08-25,2006-10-05,,Permit Issued,HVAC - Make interior alterations to ticketmaster office in Rogers Centre.,Stadium (Office),Stadium (Office),,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
34316,13 123873 FSU,00,Fire/Security Upgrade,Multiple Use/Non Residential,Electromagnetic Locks,250,DUNDAS,ST,W,M5T,796535,S1144,2013-02-22,2013-03-22,,Inspection,Proposal for 2 maglocks on the entrance doors to existing multi-use non-residential building,Mixed-Use Non Residential,Mixed-Use Non Residential,,,5000,0,0,0,0,0,0,0,0,
34338,23 192778 BLD,01,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2024-02-28,2024-03-19,,Revision Issued,"REVISION #1:Adjustments related to the ""Corner Club ""fit-out, sprinklers, and fire/smoke dampersAnd the revised sprinkler design of DWG P2B-SPR-00E.Scope of Works of 00 BA Permit:Rogers Centre Lower Bowl Renovation Project, Phase 2. This application is for the ""Premium Spaces"" scope of work only, which includes patron lounges, entrances, food service spaces, and washroom amenities located on the 000 field level generally between grids LB10-LB20. Related mechanical & electrical improvements extend back further into the building. -- This represents the last permit application for the Phase 2 project.   ",Stadium,Stadium,0,0,0,0,0,0,0,0,0,0,0,
39034,22 198612 HVA,02,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2023-03-21,2023-04-20,,Revision Issued,"REV 02: Proposal to include added and revised laundry exhaust. REVISION - define ventless hood equipmentHVAC - Phase 2 -  ROGERS CENTRE LOWER BOWL REPLACEMENT PROJECT, INCLUDING RENOVATION OF EXISTING L000, L100, L200, AND L500 PROGRAMS, REPLACEMENT OF LOWER SEATING BOWL, AND ADDITION OF NEW L000 CLUBHOUSE AND PREMIUM CLUB AMENITIES.",Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
40515,16 245078 PLB,00,Plumbing(PS),Stadium,Building Permit Related(PS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2016-10-31,2016-11-23,,Permit Issued,Plumbing  - Proposal for interior alterations to the loading dock area to install prefab walls around existing Bell Mobility leasehold space. ,Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
40917,19 109321 HVA,00,Mechanical(MS),Restaurant 30 Seats or Less ,Building Permit Related(MS),500,BLOOR,ST,W,M5S,14115433,S1126,2019-01-28,2019-03-12,,Inspection,"HVAC - interior alterations to existing restaurant ""Aroma Espresso Bar"" UNIT A",Restaurant,Restaurant,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
41337,17 244262 PSA,00,Plumbing(PS),Stadium,Piping: Other Buildings,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-10-06,2017-10-25,,Permit Issued,Removal and replacement of existing drain bodies and piping within the Phase 8 limit of construction area.New permit application under Parent Permit No.16 252422 PSA 00 PS,Stadium,Same,,,175000,0,0,0,0,0,0,0,0,
46851,25 216967 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2025-08-27,2025-09-30,,Inspection,Proposed Interior alterations at event-level storage and locker areas. ,Group A2 - Arena,Group A2 - Arena,0,0,"300,000",0,0,0,0,0,0,252,0,
47939,04 112806 MSA,01,Mechanical(MS),Restaurant Greater Than 30 Seats,Alter:  Add on /Ductwork,372,BAY,ST, ,M5H,7929474,S1031,2004-03-12,2004-03-16,,Inspection,Alter plans as approved under file 04 - 112806 by relocating make-up air system to existing restaurant on first floor.Existing & Proposed Use:  Restaurant & Office Bldg.,,,,,0,0,0,0,0,0,0,0,0,
48165,18 148988 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2018-04-26,2018-05-10,,Inspection,"Proposal for interior alterations on ground floor, mezzanine, and level 2 of existing arena. 'SCOTIA CLUB' in 'AIR CANADA CENTRE'",Arena,Same,0,0,2000000,0,0,0,0,0,0,1887,0,
48364,07 189633 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2007-05-03,2007-05-03,,Inspection,Interior alterations players dressing room (field level).,Rogers Centre,Same,0,0,"200,000",0,0,0,0,0,0,150,0,
49098,18 134553 BLD,00,Building Additions/Alterations,Arena,Re-Roofing/Re-Cladding,40,BAY,ST, ,M5J,7929257,S1037,2018-03-26,2018-05-31,,Permit Issued,"Proposal to reclad the upper portion of the roof wall of an existing arena buildig. ""Air Canada Centre""",Arena,Same,,,"1,000,000",0,0,0,0,0,0,0,0,
50556,26 139782 TPS,00,Temporary Structures,Commercial,Temporary Structures,40,BAY,ST, ,M5J,7929257,S1037,2026-04-07,2026-04-10,,Inspection,"Proposal to erect one temporary structures for mlse playoffsInstall date: April 9, 2026Removal date: July 2, 2026.",Commercial - Parking Lot,Temporary Structure - Sports Playoff,,,,0,0,0,0,0,0,0,0,
52104,07 130553 BLD,00,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2007-03-30,2007-04-03,,Inspection,Interior alterations to Argo's dressing room and Blue Jays weight room,Stadium,Same,0,0,1000000,0,0,0,0,0,0,200,0,
52775,22 114421 HVA,00,Mechanical(MS),Multiple Unit Building,Building Permit Related(MS),409,SPADINA,AVE, ,M5T,10513409,S1144,2023-08-21,2023-12-05,,Permit Issued,HVAC - Proposal for interior alterations to the 2nd and 3rd floor of an existing 3 storey mixed use building to convert into rooming house.,Multi Use,Multi Use,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
55398,17 207451 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2017-07-28,2017-08-21,,Inspection,Proposal to construct a new vestibule leading to stair 11 at level 200 of the Air Canada Centre. ,Arena,Same,0,0,70000,0,0,0,0,0,0,8,0,
55480,16 245078 HVA,00,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2016-10-31,2016-11-23,,Permit Issued,HVAC - Proposal for interior alterations to the loading dock area to install prefab walls around existing Bell Mobility leasehold space. ,Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
55731,18 148988 BLD,02,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2018-11-23,2018-12-12,,Revision Issued,"REVISION 2 - alterations to exterior canopy at Gate 2C as approved by heritageProposal for interior alterations on ground floor, mezzanine, and level 2 of existing arena. 'SCOTIA CLUB' in 'AIR CANADA CENTRE'",Arena,Same,0,0,0,0,0,0,0,0,0,0,0,
56599,24 187510 PLB,00,Plumbing(PS),Hostel/Shelter,Building Permit Related(PS),67,ADELAIDE,ST,E,M5C,8313241,S1338,2024-07-25,2024-09-03,,Permit Issued,"Plumbing  - Removal of all interior, non structural finishes, electrical, plumbing and HVAC for future rehabilitation program.",Women'S Shelter,Native Shelter,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
56795,17 135566 BLD,00,Building Additions/Alterations,Stadium,Garage Repair/Reconstruction,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-03-28,2017-03-30,,Permit Issued,Proposal for localized concrete repairs and waterproofing replacement around portions of existing stadium - Rogers Centre,Rogers Stadium,Same,,,"500,000",0,0,0,0,0,0,0,0,
57108,25 124561 PLB,01,Plumbing(PS),Arena,Building Permit Related(PS),40,BAY,ST, ,M5J,7929257,S1037,2025-07-30,2025-08-27,,Revision Issued,"Revision:- Removal of certain L200 scope areas (North Lobby 2453, West Lobby 2344, Global Partnership Lounge 2458) from this phase of construction (now indicated as out of scope with gray shading and clouded on L200 Plans)- Coordination with Ice Plant design, including relocation of drains, heaters, emergency eyewash/shower, and emergency alarm beacon in Ice Plant Refrigeration Room, as well as rooftop equipment platform alterations and access stairs- Addition of roof access ladders and fall protection - Indication on Architectural drawings of small louvers previously shown only on HVAC drawings- Modifications to kitchen exhaust routing due to site conditions- Fire alarm devices updated on electrical drawings due to site conditions",Arena,Arena,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
57351,11 218701 BLD,00,Building Additions/Alterations,Office,Interior Alterations,372,BAY,ST, ,M5H,7929474,S1031,2011-06-14,2011-07-07,,Inspection,"This is for interior office alterations to the 2nd floor for ""NUMERIC ANSWERS"".",Office - 2nd Floor,Office - 2nd Floor,0,0,50000,0,0,0,0,0,0,434,0,
58130,25 124561 BLD,02,Building Additions/Alterations,Arena,Multiple Projects,40,BAY,ST, ,M5J,7929257,S1037,2025-10-08,2025-11-07,,Revision Issued,"Revision #2:Revision to ceiling heights in RM 3115 (Concession B/Stand 13) and RM 3413 (Grab & Go 3-Stand 18) to provide required clearance to Kitchen Equipment. F&B drawings provided for reference/review.Revision #1:- Removal of certain L200 scope areas (North Lobby 2453, West Lobby 2344, Global Partnership Lounge 2458) from this phase of construction (now indicated as out of scope with gray shading and clouded on L200 Plans)- Coordination with Ice Plant design, including relocation of drains, heaters, emergency eyewash/shower, and emergency alarm beacon in Ice Plant Refrigeration Room, as well as rooftop equipment platform alterations and access stairs- Addition of roof access ladders and fall protection - Indication on Architectural drawings of small louvers previously shown only on HVAC drawings- Modifications to kitchen exhaust routing due to site conditions- Fire alarm devices updated on electrical drawings due to site conditions",Arena,Arena,0,0,0,0,0,0,0,0,0,0,0,
60632,13 126490 PLB,00,Plumbing(PS),Stadium,Building Permit Related(PS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2013-02-28,2013-03-28,,Permit Issued,Plumbing  - Proposal for interior alterations on the 200 level on the north side of the stadium,Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
61969,17 197868 PLB,00,Plumbing(PS),Stadium,Building Permit Related(PS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-07-13,2017-08-14,,Permit Issued,Plumbing  - Proposal for interior alterations to the ticketing office on Level 300 Gate 7 in the existing stadium (Rogers Center).,Stadium,Stadium,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
64911,13 225597 BLD,00,Building Additions/Alterations,Arena,Multiple Projects,40,BAY,ST, ,M5J,7929257,S1037,2013-08-23,2013-09-30,,Inspection,Proposal for interior alterations to north west and south west areas of the ACC on the ground and second floor for a new path and elevator (87m2). Proposal also includes canopy (21m2),Arena,Arena,0,0,550000,0,0,0,0,0,0,87,0,
66874,24 135183 HVA,00,Mechanical(MS),Arena,Building Permit Related(MS),40,BAY,ST, ,M5J,7929257,S1037,2024-04-11,2024-05-08,,Inspection,"HVAC - Proposed renovations to existing main concourse level including circulation, concessions, retail spaces; L200 Hot Stove Lounge; Event Level north club spaces, circulation, employee Locker Room areas.",Arena,Arena,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
67550,23 141326 BLD,00,Building Additions/Alterations,Stadium,Other(BA),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2023-05-04,2023-06-16,,Permit Issued,Proposal for the Roges Centre Lower Bowl Phase 2 - foundations. ,Stadium,Stadium,0,0,"12,000,000",0,0,0,0,0,0,9560,0,
67857,11 329980 HVA,00,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2011-12-22,2012-01-20,,Inspection,HVAC - permit for interior alterations to existing sports box. - 300 level - Box 335,Sports Box,Same,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
68249,21 249319 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2021-12-16,2022-02-24,,Inspection,"Proposal  for interior alterations to seating at north side of the baseketball court and add a storage room at mezzanine level - SBA Press Seating, Section 108, Scotia Bank Arena",Arena,Arena,0,0,"150,000",0,0,0,0,0,0,38,0,
69576,21 123701 BLD,00,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2021-03-05,2021-04-07,,Inspection,Construct interior alterations and fit-out of flex space and batting cages ,Stadium,Stadium,0,0,"1,500,000",0,0,0,0,0,0,1017,0,
69797,24 184675 BLD,00,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2024-07-21,2024-08-15,,Inspection,Proposed alterations to upper and lower level broadcast area at the event level of theScotiabank Arena.,Arena,Arena,0,0,200000,0,0,0,0,0,0,114,0,
70413,07 265383 HVA,00,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2007-09-27,2007-10-04,,Permit Issued,HVAC - Interior alteration to the Blue Jays dressing room.,Stadium,Same,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
72708,25 124561 HVA,02,Mechanical(MS),Arena,Building Permit Related(MS),40,BAY,ST, ,M5J,7929257,S1037,2025-12-24,2026-01-27,,Revision Issued,"Revision 02:Revisions to kitchen exhaust & related fire suppression in RM 3115 (Concession B/Stand 13), RM 3413A (NW Kitchen),RM 3206A (SE Kitchen), RM 3707A (SW Kitchen), RM 3229 (Concession 3), RM 3437 (Concession G), RM 3131 (Concession H) and RM 3335 (Kitchen)Revision 01:- Removal of certain L200 scope areas (North Lobby 2453, West Lobby 2344, Global Partnership Lounge 2458) from this phase of construction (now indicated as out of scope with gray shading and clouded on L200 Plans)- Coordination with Ice Plant design, including relocation of drains, heaters, emergency eyewash/shower, and emergency alarm beacon in Ice Plant Refrigeration Room, as well as rooftop equipment platform alterations and access stairs- Addition of roof access ladders and fall protection - Indication on Architectural drawings of small louvers previously shown only on HVAC drawings- Modifications to kitchen exhaust routing due to site conditions- Fire alarm devices updated on electrical drawings due to site conditions",Arena,Arena,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
72858,25 153821 BLD,00,Building Additions/Alterations,Multiple Unit Building,Other(BA),550,WELLINGTON,ST,W,   ,20054266,S1032,2025-05-05,2025-12-11,,Inspection,provision of operable glass panels and sprinklers at the existing cabanas on the 16th floor rooftop pool area.,Multiple Unit Building,Multiple Unit Building,0,0,100000,0,0,0,0,0,0,0,0,
73361,11 145406 BLD,00,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2011-03-15,2011-03-28,,Permit Issued,permit for interior alterations to construct new concrete block demising wall in mechanical room located in the South Wesr section of the P2 Level of Rogers Cetnre ,Stadium,Same,0,0,22500,0,0,0,0,0,0,20,0,
73642,17 227901 BLD,00,Building Additions/Alterations,Stadium,Garage Repair/Reconstruction,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-09-05,2017-09-21,,Inspection,"Proposal for localized concrete repair and waterproofing on the suspended podium deck slab around ""Rogers Centre"" Phase 4",Stadium,Stadium,,,800000,0,0,0,0,0,0,0,0,
75541,17 228585 BLD,00,Building Additions/Alterations,Stadium,Garage Repair/Reconstruction,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-09-06,2017-11-23,,Inspection,"Proposal for localized concrete repair and waterproofing on the suspended podium deck slab around ""Rogers Centre"" Phase 8",Stadium,Stadium,,,800000,0,0,0,0,0,0,0,0,
76288,17 244532 PSA,00,Plumbing(PS),Stadium,Piping: Other Buildings,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2017-10-06,2017-10-25,,Permit Issued,Removal and replacement of existing drain bodies and piping within the Phase 5&6 limit of construction area.New permit application under Parent Permit No.16 252422 PSA 00 PS,Stadium,Same,,,150000,0,0,0,0,0,0,0,0,
76766,18 148988 BLD,01,Building Additions/Alterations,Arena,Interior Alterations,40,BAY,ST, ,M5J,7929257,S1037,2018-07-04,2018-07-18,,Revision Issued,"REVISION - changes to the exterior cladding at Gate 2, including the replacement of an existingrevolving door and minor interior partition and door revisionsProposal for interior alterations on ground floor, mezzanine, and level 2 of existing arena. 'SCOTIA CLUB' in 'AIR CANADA CENTRE'",Arena,Same,0,0,0,0,0,0,0,0,0,0,0,
76935,22 167290 BLD,00,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2022-06-24,2022-07-12,,Inspection,Proposal for updates to existing foundations of Toronto Blue Jays stadium. ( Phase One of a future project) ,Baseball Stadium,Baseball Stadium,0,0,"100,000,000",0,0,0,0,0,0,0,0,
76983,25 126757 DRN,00,Drain and Site Service,Hostel/Shelter,Building Permit Related (DR),67,ADELAIDE,ST,E,M5C,8313241,S1338,2025-03-10,,,Issuance Pending,"Drain - Proposed alterations - construction of new suspended slab, removal and reconstruction of slab-on-grade & upper roof, installation of new interior partitions & finishes, alterations to existing plumbing, HVAC, and electrical, new exterior EFIS. ",Shelter,Shelter,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
77228,24 184675 HVA,00,Mechanical(MS),Arena,Building Permit Related(MS),40,BAY,ST, ,M5J,7929257,S1037,2024-07-21,2024-08-16,,Inspection,HVAC - Proposed alterations to upper and lower level broadcast area at the event level of theScotiabank Arena.,Arena,Arena,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
77652,17 234742 PSA,00,Plumbing(PS),Multiple Unit Building, Backflow Prevention Devices (Water only),131,AVENUE,RD, ,M5R,765414,S1128,2017-09-18,2017-10-03,,Inspection,Proposal to install one back flow prevention device.,Mixed-Use Commercial,Same,,,4000,0,0,0,0,0,0,0,0,
78097,23 218467 HVA,02,Mechanical(MS),Stadium,Building Permit Related(MS),1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2024-05-23,2024-06-06,,Revision Issued,"REV HVAC - Revision to building, Plumbing & HVAC permits (23  218467) Interior Renovation of Existing Office for Level 300 and 400 with a total permit gross area of 1732.03 square meters. Changes to the permit include; Paritions changes, RCP & Lighting changes, removal of washrooms in both level 300 & 400.",Stadium With Accessory Office,Stadium With Accessory Office (Vacant),,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0,
78210,21 123701 BLD,01,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2021-05-07,2021-06-15,,Revision Issued,REV 01- changes as per bubbled drawings [Construct interior alterations and fit-out of flex space and batting cages ],Stadium,Stadium,0,0,0,0,0,0,0,0,0,0,0,
